Id,SalePrice
2216,171407.82
2217,133904.93
2218,149121.8
2219,106825.55
2220,101399.5
2221,264794.12
2222,223672.45
2223,255373.33
2224,238031.73
2225,175040.08
2226,176323.35
2227,188873.0
2228,231030.26
2229,227038.53
2230,171931.02
2231,233174.76
2232,177380.15
2233,178601.81
2234,186383.88
2235,195379.35
2236,210051.2
2237,267189.66
2238,187489.2
2239,127597.68
2240,156663.77
2241,177812.0
2242,140583.0
2243,165047.87
2244,125091.34
2245,125246.34
2246,153451.0
2247,126284.34
2248,122390.5
2249,125099.16666666669
2250,140108.0
2251,188384.69
2252,158444.89
2253,170206.53
2254,176678.64
2255,177927.83
2256,193859.9
2257,219810.45
2258,168516.24
2259,178887.53
2260,156677.85
2261,160032.52
2262,173437.19
2263,301103.92
2264,309824.43
2265,179411.67
2266,217928.61
2267,272056.74
2268,306422.35
2269,167735.5
2270,182727.65
2271,204043.78
2272,195630.1
2273,161549.16
2274,160896.25
2275,169237.9
2276,165897.17
2277,170370.87
2278,170561.49
2279,125146.33
2280,121749.0
2281,176889.83
2282,175231.86
2283,127290.34
2284,153362.1
2285,129443.34
2286,128001.83
2287,292523.03
2288,250461.8
2289,287192.04
2290,320893.1
2291,300480.79
2292,306122.13
2293,317613.28
2294,326012.96
2295,325683.38
2296,270196.9
2297,299331.81
2298,300897.23
2299,329304.41
2300,271748.95
2301,278668.82
2302,241886.51
2303,203071.4
2304,260330.87
2305,180710.39
2306,180710.39
2307,180594.93
2308,220130.74
2309,237469.64
2310,186488.28
2311,180573.17
2312,221666.76
2313,193381.77
2314,182679.1
2315,188614.01
2316,204885.12
2317,171781.37
2318,196683.65
2319,184485.25
2320,181318.35
2321,215191.56
2322,170066.15
2323,157575.8
2324,172854.43
2325,210216.12
2326,174299.74
2327,212893.86
2328,216446.71
2329,176944.75
2330,179358.15
2331,291342.76
2332,311919.18
2333,267795.46
2334,270224.15
2335,247276.0
2336,289133.9
2337,193980.96
2338,234399.89
2339,198639.26
2340,300335.06
2341,206311.09
2342,194989.38
2343,204758.8
2344,224749.81
2345,243383.45
2346,192693.66
2347,189749.01
2348,215358.25
2349,215295.08
2350,282775.03
2351,261417.85
2352,226992.71
2353,274064.04
2354,128795.19
2355,140414.57
2356,152611.5
2357,198041.62
2358,197201.16
2359,148541.5
2360,127476.5
2361,143267.0
2362,279240.78
2363,143600.5
2364,147806.0
2365,183391.65
2366,163721.91
2367,203160.3
2368,176181.2
2369,209937.4
2370,180128.93
2371,193385.09
2372,187476.22
2373,221315.08
2374,276480.65
2375,195772.1
2376,261767.2
2377,269285.9
2378,150441.84
2379,224880.85
2380,142439.0
2381,155782.42
2382,186865.95
2383,190514.05
2384,227555.0
2385,148259.5
2386,134686.0
2387,136728.5
2388,155875.7
2389,136508.0
2390,160432.85
2391,143147.0
2392,125950.5
2393,154162.41
2394,141477.5
2395,195192.92
2396,150655.29
2397,195235.62
2398,136106.5
2399,107988.5
2400,107086.5
2401,116706.0
2402,135000.84
2403,179434.24
2404,158054.14
2405,150729.59
2406,127266.16666666669
2407,128096.5
2408,146746.0
2409,137673.0
2410,147747.0
2411,122947.5
2412,140069.34
2413,134825.3
2414,137226.82
2415,143776.32
2416,120063.09
2417,126429.0
2418,117946.0
2419,137923.86
2420,121788.5
2421,138533.02
2422,123747.0
2423,133045.09
2424,139247.05
2425,241444.3
2426,130548.34
2427,130142.79
2428,140051.34
2429,114303.5
2430,122359.5
2431,129773.42
2432,130287.34
2433,136843.5
2434,139652.5
2435,145088.5
2436,120632.0
2437,113774.15
2438,117566.0
2439,123683.3
2440,129870.84
2441,103461.14
2442,101191.8
2443,126319.85
2444,132363.51
2445,121094.44
2446,135229.39
2447,158659.79
2448,138717.89
2449,125331.02
2450,134003.0
2451,132633.25
2452,156908.28
2453,122716.63
2454,138788.09
2455,120908.38
2456,140879.77
2457,126111.61
2458,125121.12
2459,108251.0
2460,133803.5
2461,128503.91
2462,132626.77
2463,128342.12
2464,140506.34
2465,134901.14
2466,132125.34
2467,132838.98
2468,122822.19
2469,120973.94
2470,173872.0
2471,150271.5
2472,150564.84
2473,140169.52
2474,131784.81
2475,164463.0
2476,128373.91
2477,133630.5
2478,151263.84
2479,146260.0
2480,146193.5
2481,131325.34
2482,116798.83
2483,118155.5
2484,128700.5
2485,120639.0
2486,149786.5
2487,193453.0
2488,131557.59
2489,148806.5
2490,148664.0
2491,124924.43
2492,161679.2
2493,141437.0
2494,146363.05
2495,130542.43
2496,192804.16
2497,145899.68
2498,117888.66
2499,122934.25
2500,128372.58
2501,132871.77
2502,133789.59
2503,124918.16
2504,183764.1
2505,182755.0
2506,196887.53
2507,216787.95
2508,195491.27
2509,202968.43
2510,186918.48
2511,177283.85
2512,182482.49
2513,177146.25
2514,178325.0
2515,160704.0
2516,172165.72
2517,129986.25
2518,130998.59
2519,189680.5
2520,178545.55
2521,176663.5
2522,175448.5
2523,120969.5
2524,128891.41
2525,141449.0
2526,142015.5
2527,120091.99
2528,124471.0
2529,122042.5
2530,121593.5
2531,188292.5
2532,182880.48
2533,181148.5
2534,185909.86
2535,221166.7
2536,208363.78
2537,177711.26
2538,187637.16
2539,170833.7
2540,172343.54
2541,182757.3
2542,165537.59
2543,126123.0
2544,136806.75
2545,134590.03
2546,142872.5
2547,140880.0
2548,164545.21
2549,172108.66
2550,194534.6
2551,147857.02
2552,122503.5
2553,121426.5
2554,121389.48
2555,99220.5
2556,113734.81
2557,120277.83
2558,173163.0
2559,134577.16
2560,122657.39
2561,122017.59
2562,130709.75
2563,131844.45
2564,141541.93
2565,143261.59
2566,138928.87
2567,132795.34
2568,143398.57
2569,156591.1
2570,136090.5
2571,197291.0
2572,143827.0
2573,164862.1
2574,235690.64
2575,135521.17
2576,133269.82
2577,149997.84
2578,94307.5
2579,107513.93
2580,139346.0
2581,137211.71
2582,112613.32
2583,175681.74
2584,160895.5
2585,183285.46
2586,182428.14
2587,168687.05
2588,121442.82
2589,140864.5
2590,168011.73
2591,192901.75
2592,173537.0
2593,188360.32
2594,160567.49
2595,175415.3
2596,192973.65
2597,179389.14
2598,224250.92
2599,216378.67
2600,169203.5
2601,139378.83333333334
2602,127574.07
2603,126265.84
2604,121095.57
2605,130048.37
2606,142316.0
2607,158766.0
2608,184702.0
2609,152960.0
2610,107948.66
2611,150215.5
2612,154543.5
2613,115343.0
2614,114208.5
2615,141514.5
2616,133756.5
2617,147643.1
2618,151116.0
2619,162886.05
2620,155804.37
2621,176770.8
2622,163400.58
2623,213743.12
2624,235471.97
2625,237997.86
2626,156279.62
2627,151648.7
2628,231333.39
2629,229210.33
2630,233182.96
2631,228620.3
2632,229284.6
2633,176565.75
2634,219354.36
2635,148113.5
2636,155108.58
2637,150540.5
2638,197819.87
2639,176546.05
2640,146441.5
2641,120971.0
2642,178518.75
2643,135621.34
2644,148897.34
2645,123672.42
2646,117294.92
2647,129814.57
2648,135698.84
2649,147975.98
2650,130340.62
2651,147255.34
2652,232779.81
2653,212246.18
2654,209282.18
2655,211562.37
2656,218052.56
2657,194458.36
2658,215608.18
2659,213798.92
2660,225395.81
2661,213583.2
2662,216813.56
2663,212598.09
2664,197544.36
2665,199605.77
2666,189763.42
2667,168565.98
2668,179928.8
2669,174425.6
2670,216958.52
2671,180697.65
2672,169928.09
2673,163671.97
2674,158852.44
2675,156278.41
2676,171319.1
2677,164959.53
2678,234432.56
2679,195247.48
2680,201674.2
2681,227227.47
2682,231829.4
2683,222374.82
2684,207294.92
2685,235968.7
2686,217251.21
2687,211362.84
2688,189134.65
2689,178480.04
2690,233783.51
2691,182175.98
2692,125604.15
2693,183818.08
2694,130296.83
2695,173186.5
2696,173578.87
2697,170761.49
2698,172034.5
2699,172406.32
2700,166927.8
2701,172393.74
2702,133292.5
2703,151973.64
2704,144380.5
2705,128822.0
2706,117125.16
2707,125094.83
2708,135174.59
2709,109328.5
2710,120033.0
2711,226170.32
2712,232793.98
2713,159455.0
2714,160535.64
2715,172578.49
2716,150575.1666666667
2717,172197.85
2718,181463.25
2719,156227.0
2720,156858.5
2721,141660.0
2722,149252.28
2723,132162.5
2724,122961.33
2725,133796.25
2726,147842.0
2727,150381.84
2728,152299.23
2729,158036.0
2730,134060.5
2731,101140.33
2732,122584.25
2733,154100.84
2734,136448.84
2735,123570.0
2736,138875.34
2737,117624.75
2738,142219.69
2739,152295.18
2740,137459.5
2741,142482.59
2742,147214.0
2743,147295.0
2744,135956.0
2745,128646.0
2746,129810.5
2747,144044.34
2748,137459.63
2749,131741.5
2750,138478.0
2751,115752.0
2752,185321.49
2753,150889.0
2754,195693.0
2755,135950.71
2756,103039.15
2757,110495.5
2758,99679.63
2759,134107.69
2760,139418.1
2761,138725.0
2762,133909.0
2763,142758.5
2764,155663.5
2765,173891.45
2766,154199.75
2767,118938.18
2768,137006.68
2769,134479.0
2770,135532.5
2771,119336.66
2772,117376.5
2773,153398.05
2774,136300.98
2775,132283.43
2776,130829.08
2777,134004.13
2778,108601.32
2779,143956.05
2780,112783.9
2781,99788.5
2782,122198.5
2783,129182.81
2784,128475.5
2785,142540.18
2786,92980.0
2787,131845.57
2788,103247.43
2789,132791.0
2790,120189.3
2791,131502.5
2792,103130.08
2793,153830.09
2794,131119.69
2795,129078.04
2796,98969.0
2797,176803.7
2798,137091.48
2799,127721.0
2800,100797.5
2801,113920.4
2802,141093.09
2803,158671.05
2804,147573.0
2805,117741.98
2806,104331.0
2807,131324.2
2808,147509.5
2809,125941.5
2810,140167.5
2811,157607.0
2812,143424.33333333334
2813,163153.25
2814,159385.61
2815,105751.43
2816,166970.68
2817,146307.5
2818,106565.5
2819,154152.64
2820,149381.5
2821,129592.29
2822,180428.08
2823,229770.23
2824,149737.84
2825,147819.18
2826,137120.0
2827,143693.77
2828,214571.12
2829,185855.85
2830,203972.56
2831,182844.52
2832,204523.63
2833,208119.16
2834,188279.16
2835,186402.5
2836,185713.5
2837,158532.5
2838,155339.75
2839,193116.0
2840,179799.12
2841,191479.0
2842,213004.86
2843,147374.5
2844,154667.79
2845,123746.66
2846,197178.53
2847,182096.5
2848,185869.96
2849,191524.37
2850,214108.28
2851,226004.82
2852,197413.36
2853,209420.6
2854,139608.5
2855,196209.52
2856,196999.77
2857,196895.99
2858,194921.13
2859,144544.84
2860,108073.0
2861,141679.12
2862,189553.56
2863,116265.93
2864,215728.94
2865,143423.52
2866,158202.89
2867,111022.0
2868,126307.82
2869,156190.75
2870,163638.75
2871,131356.04
2872,85416.33
2873,133002.02
2874,145086.75
2875,124695.76
2876,145024.68
2877,141643.11
2878,158898.25
2879,144387.5
2880,119917.01
2881,160070.45
2882,158090.5
2883,166896.0
2884,185595.5
2885,164524.0
2886,184229.3
2887,105193.0
2888,118399.52
2889,91544.0
2890,85995.0
2891,159607.7
2892,107552.5
2893,136925.0
2894,102034.75
2895,193665.4
2896,185080.64
2897,169975.0
2898,154253.5
2899,197322.5
2900,157898.0
2901,162555.32
2902,191702.07
2903,228064.65
2904,228915.28
2905,153892.75
2906,188346.43
2907,142381.53
2908,123069.83
2909,172145.61
2910,194835.54
2911,199953.54
2912,235339.89
2913,200122.54
2914,200381.04
2915,200381.04
2916,200122.54
2917,283507.9
2918,202635.2
2919,297712.6
