y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
160000,214014.06153846154,8658.0,124834.05172413793,1965.0,120438.43859649122,0.0,0.0,0.0,1324.0,0.0,0.0,0.0,440.0,121809.53333333334,167298.48484848486,122196.89361702128,84.0,0.0,0.0,0.0,0.0,0.0
170000,214014.06153846154,16905.0,124834.05172413793,1959.0,120438.43859649122,0.0,0.0,0.0,1328.0,1.0,0.0,0.0,308.0,121809.53333333334,167298.48484848486,122196.89361702128,114.48125000000002,0.0,0.0,0.0,0.0,1.0
144000,214014.06153846154,9180.0,124834.05172413793,1983.0,120438.43859649122,0.0,0.0,0.0,884.0,1.0,0.0,0.0,504.0,121809.53333333334,167298.48484848486,122196.89361702128,71.27,1.0,0.0,0.0,0.0,0.0
130250,214014.06153846154,9200.0,124834.05172413793,1975.0,120438.43859649122,0.0,0.0,0.0,938.0,1.0,0.0,0.0,308.0,121809.53333333334,167298.48484848486,122196.89361702128,72.25,0.0,0.0,0.0,0.0,0.0
141000,214014.06153846154,7945.0,124834.05172413793,1959.0,120438.43859649122,0.0,0.0,0.0,1150.0,1.0,0.0,0.0,300.0,121809.53333333334,167298.48484848486,122196.89361702128,70.0,0.0,0.0,0.0,0.0,0.0
319900,214014.06153846154,7658.0,124834.05172413793,2005.0,120438.43859649122,0.0,1.0,0.0,1752.0,0.0,0.0,0.0,576.0,213599.9076923077,167298.48484848486,122196.89361702128,61.0,0.0,1.0,0.0,0.0,0.0
239686,214014.06153846154,12822.0,124834.05172413793,2003.0,120438.43859649122,1.0,0.0,0.0,2149.0,1.0,0.0,0.0,670.0,213599.9076923077,167298.48484848486,122196.89361702128,48.0,1.0,0.0,0.0,0.0,0.0
249700,214014.06153846154,11096.0,124834.05172413793,2006.0,120438.43859649122,1.0,0.0,0.0,1656.0,0.0,0.0,0.0,826.0,213599.9076923077,167298.48484848486,122196.89361702128,84.0,1.0,0.0,0.0,0.0,0.0
113000,214014.06153846154,4456.0,124834.05172413793,1920.0,120438.43859649122,0.0,0.0,0.0,1452.0,0.0,0.0,0.0,0.0,213599.9076923077,167298.48484848486,122196.89361702128,33.0,0.0,0.0,0.0,1.0,0.0
127000,214014.06153846154,7742.0,124834.05172413793,1966.0,120438.43859649122,0.0,0.0,0.0,955.0,1.0,0.0,0.0,386.0,213599.9076923077,167298.48484848486,122196.89361702128,66.0,0.0,0.0,0.0,0.0,0.0
177000,214014.06153846154,13869.0,124834.05172413793,1997.0,120438.43859649122,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,388.0,213599.9076923077,167298.48484848486,122196.89361702128,77.33,0.0,0.0,0.0,0.0,0.0
114500,214014.06153846154,6240.0,124834.05172413793,1934.0,120438.43859649122,0.0,0.0,0.0,1176.0,1.0,0.0,0.0,528.0,213599.9076923077,167298.48484848486,122196.89361702128,52.0,0.0,0.0,0.0,0.0,0.0
110000,214014.06153846154,8472.0,124834.05172413793,1963.0,120438.43859649122,0.0,0.0,1.0,816.0,1.0,0.0,0.0,516.0,213599.9076923077,167298.48484848486,122196.89361702128,110.0,0.0,0.0,0.0,0.0,0.0
385000,214014.06153846154,17673.5,124834.05172413793,1981.0,120438.43859649122,1.0,0.0,0.0,1842.0,0.0,0.0,1.0,894.0,213599.9076923077,167298.48484848486,122196.89361702128,68.0,1.0,0.0,0.0,0.0,0.0
130000,214014.06153846154,7134.0,124834.05172413793,1955.0,120438.43859649122,0.0,0.0,0.0,1360.0,1.0,0.0,0.0,572.0,213599.9076923077,167298.48484848486,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
180500,214014.06153846154,10175.0,124834.05172413793,1964.0,120438.43859649122,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,576.0,213599.9076923077,167298.48484848486,122196.89361702128,100.0,0.0,0.0,0.0,0.0,0.0
172500,214014.06153846154,2645.0,124834.05172413793,1999.0,120438.43859649122,1.0,0.0,0.0,1739.0,0.0,0.0,0.0,480.0,213599.9076923077,167298.48484848486,122196.89361702128,27.311249999999994,1.0,0.0,0.0,0.0,0.0
196500,214014.06153846154,11645.0,124834.05172413793,2004.0,120438.43859649122,1.0,0.0,0.0,1720.0,0.0,0.0,0.0,565.0,213599.9076923077,226351.41578947369,122196.89361702128,89.0,1.0,0.0,0.0,0.0,0.0
438780,214014.06153846154,13682.0,124834.05172413793,2006.0,120438.43859649122,0.0,1.0,0.0,2747.625,0.0,1.0,0.0,641.0,213599.9076923077,226351.41578947369,122196.89361702128,66.0,1.0,0.0,0.0,0.0,0.0
124900,214014.06153846154,7200.0,124834.05172413793,1972.0,120438.43859649122,0.0,0.0,0.0,780.0,1.0,0.0,0.0,352.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
158000,214014.06153846154,13072.0,124834.05172413793,2004.0,120438.43859649122,0.0,0.0,0.0,1158.0,1.0,0.0,0.0,576.0,213599.9076923077,226351.41578947369,122196.89361702128,63.0,1.0,0.0,0.0,0.0,0.0
101000,214014.06153846154,7200.0,124834.05172413793,1920.0,120438.43859649122,0.0,0.0,0.0,1111.0,1.0,0.0,0.0,288.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,1.0,1.0,0.0
202500,214014.06153846154,6442.0,124834.05172413793,2006.0,120438.43859649122,1.0,0.0,0.0,1370.0,0.0,0.0,0.0,484.0,213599.9076923077,226351.41578947369,122196.89361702128,44.0,1.0,0.0,0.0,0.0,0.0
140000,214014.06153846154,10300.0,124834.05172413793,1921.0,120438.43859649122,0.0,0.0,0.0,1710.0,0.0,0.0,0.0,480.0,213599.9076923077,226351.41578947369,122196.89361702128,50.0,0.0,0.0,0.0,0.0,0.0
219500,214014.06153846154,9375.0,124834.05172413793,1997.0,120438.43859649122,0.0,0.0,0.0,2034.0,0.0,0.0,0.0,645.0,213599.9076923077,226351.41578947369,122196.89361702128,77.56,1.0,0.0,0.0,0.0,0.0
317000,214014.06153846154,9591.0,124834.05172413793,2004.0,120438.43859649122,1.0,0.0,0.0,2473.0,0.0,0.0,0.0,852.0,213599.9076923077,226351.41578947369,122196.89361702128,76.0,1.0,0.0,0.0,0.0,0.0
180000,214014.06153846154,17673.5,124834.05172413793,1970.0,120438.43859649122,0.0,0.0,0.0,2207.0,0.0,0.0,0.0,576.0,213599.9076923077,226351.41578947369,122196.89361702128,110.68,0.0,0.0,0.0,0.0,0.0
226000,214014.06153846154,10665.0,124834.05172413793,2003.0,120438.43859649122,1.0,0.0,0.0,1479.0,0.0,0.0,0.0,558.0,213599.9076923077,226351.41578947369,122196.89361702128,72.0,1.0,0.0,0.0,0.0,0.0
80000,214014.06153846154,4608.0,124834.05172413793,1945.0,120438.43859649122,0.0,0.0,0.0,747.0,1.0,0.0,0.0,220.0,213599.9076923077,226351.41578947369,122196.89361702128,47.0,0.0,0.0,0.0,0.0,0.0
225000,214014.06153846154,15593.0,124834.05172413793,1953.0,120438.43859649122,1.0,0.0,0.0,2287.0,0.0,0.0,0.0,667.0,213599.9076923077,226351.41578947369,122196.89361702128,81.0,0.0,0.0,0.0,0.0,0.0
244000,214014.06153846154,13651.0,124834.05172413793,1973.0,120438.43859649122,0.0,0.0,0.0,2223.0,0.0,0.0,0.0,516.0,213599.9076923077,226351.41578947369,122196.89361702128,95.0,0.0,0.0,0.0,0.0,0.0
129500,214014.06153846154,7599.0,124834.05172413793,1982.0,120438.43859649122,0.0,0.0,0.0,845.0,1.0,0.0,0.0,360.0,213599.9076923077,226351.41578947369,122196.89361702128,69.0,0.0,0.0,0.0,0.0,0.0
185000,214014.06153846154,10141.0,124834.05172413793,1998.0,120438.43859649122,0.0,0.0,0.0,1718.0,0.0,0.0,0.0,427.0,213599.9076923077,226351.41578947369,122196.89361702128,74.0,0.0,0.0,0.0,0.0,0.0
144900,214014.06153846154,10200.0,124834.05172413793,1954.0,120438.43859649122,0.0,0.0,0.0,1086.0,1.0,0.0,0.0,490.0,213599.9076923077,226351.41578947369,122196.89361702128,85.0,0.0,0.0,0.0,0.0,0.0
107400,214014.06153846154,5790.0,124834.05172413793,1915.0,120438.43859649122,1.0,0.0,0.0,1605.0,0.0,0.0,0.0,379.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
91000,131558.375,1596.0,124834.05172413793,1973.0,120438.43859649122,0.0,0.0,0.0,988.0,1.0,0.0,0.0,297.0,213599.9076923077,226351.41578947369,122196.89361702128,27.311249999999994,0.0,0.0,0.0,0.0,0.0
135750,131558.375,8475.0,124834.05172413793,1956.0,120438.43859649122,0.0,0.0,0.0,952.0,1.0,0.0,0.0,283.0,213599.9076923077,226351.41578947369,122196.89361702128,75.19,0.0,0.0,0.0,0.0,0.0
127000,131558.375,8635.0,124834.05172413793,1948.0,120438.43859649122,0.0,0.0,0.0,1285.0,1.0,0.0,0.0,240.0,213599.9076923077,226351.41578947369,122196.89361702128,50.0,0.0,0.0,0.0,0.0,0.0
136500,131558.375,10778.0,124834.05172413793,1968.0,120438.43859649122,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,213599.9076923077,226351.41578947369,122196.89361702128,72.0,0.0,0.0,0.0,0.0,0.0
110000,131558.375,10440.0,124834.05172413793,1910.0,120438.43859649122,0.0,0.0,0.0,1230.0,1.0,0.0,0.0,440.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
193500,131558.375,13000.0,124834.05172413793,1968.0,120438.43859649122,0.0,0.0,0.0,2142.0,0.0,0.0,0.0,509.0,213599.9076923077,226351.41578947369,122196.89361702128,100.0,1.0,0.0,0.0,0.0,0.0
153500,131558.375,4500.0,124834.05172413793,1998.0,120438.43859649122,0.0,0.0,0.0,1337.0,0.0,0.0,0.0,405.0,213599.9076923077,226351.41578947369,122196.89361702128,32.0,0.0,0.0,0.0,0.0,0.0
245000,131558.375,10206.0,124834.05172413793,2007.0,120438.43859649122,0.0,0.0,0.0,1563.0,0.0,0.0,0.0,758.0,213599.9076923077,226351.41578947369,122196.89361702128,78.0,1.0,0.0,0.0,0.0,0.0
126500,131558.375,8892.0,124834.05172413793,1960.0,120438.43859649122,0.0,0.0,0.0,1065.0,1.0,0.0,0.0,461.0,213599.9076923077,226351.41578947369,122196.89361702128,80.0,0.0,0.0,0.0,0.0,0.0
168500,131558.375,8530.0,124834.05172413793,1995.0,120438.43859649122,0.0,0.0,0.0,1474.0,0.0,0.0,0.0,400.0,213599.9076923077,226351.41578947369,122196.89361702128,67.97,0.0,0.0,0.0,0.0,0.0
260000,131558.375,16059.0,124834.05172413793,1991.0,120438.43859649122,1.0,0.0,0.0,2417.0,0.0,0.0,0.0,462.0,213599.9076923077,226351.41578947369,122196.89361702128,114.48125000000002,1.0,0.0,0.0,0.0,0.0
174000,131558.375,11911.0,124834.05172413793,2005.0,120438.43859649122,1.0,0.0,0.0,1560.0,0.0,0.0,0.0,400.0,213599.9076923077,226351.41578947369,122196.89361702128,114.48125000000002,1.0,0.0,0.0,0.0,0.0
164500,131558.375,3951.0,124834.05172413793,2009.0,120438.43859649122,1.0,0.0,0.0,1224.0,0.0,0.0,0.0,528.0,213599.9076923077,226351.41578947369,122196.89361702128,40.0,1.0,0.0,0.0,0.0,0.0
85000,131558.375,8470.0,124834.05172413793,1915.0,203146.91473812424,0.0,0.0,1.0,1526.0,1.0,0.0,0.0,0.0,213599.9076923077,226351.41578947369,122196.89361702128,105.0,0.0,0.0,1.0,1.0,0.0
123600,131558.375,8070.0,124834.05172413793,1994.0,203146.91473812424,0.0,0.0,0.0,990.0,1.0,0.0,0.0,0.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
109900,131558.375,7200.0,124834.05172413793,1950.0,203146.91473812424,0.0,0.0,0.0,1040.0,1.0,0.0,0.0,420.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
98600,191004.99478714162,8500.0,124834.05172413793,1961.0,203146.91473812424,0.0,0.0,0.0,1235.0,1.0,0.0,0.0,480.0,213599.9076923077,226351.41578947369,122196.89361702128,85.0,0.0,0.0,0.0,0.0,0.0
163500,191004.99478714162,13360.0,124834.05172413793,1921.0,203146.91473812424,0.0,0.0,0.0,964.0,1.0,0.0,0.0,432.0,213599.9076923077,226351.41578947369,122196.89361702128,80.0,0.0,0.0,0.0,0.0,0.0
133900,191004.99478714162,7200.0,212565.42857142858,1910.0,203146.91473812424,0.0,0.0,0.0,2291.0,0.0,0.0,0.0,506.0,213599.9076923077,226351.41578947369,122196.89361702128,60.0,0.0,0.0,0.0,0.0,0.0
204750,191004.99478714162,9337.0,212565.42857142858,1997.0,203146.91473812424,0.0,0.0,0.0,1786.0,0.0,0.0,0.0,684.0,213599.9076923077,226351.41578947369,107675.44444444444,69.0,1.0,0.0,0.0,0.0,0.0
185000,191004.99478714162,9765.0,212565.42857142858,1993.0,203146.91473812424,0.0,1.0,0.0,1470.0,0.0,0.0,0.0,420.0,213599.9076923077,226351.41578947369,107675.44444444444,76.42,0.0,0.0,0.0,0.0,0.0
214000,191004.99478714162,10264.0,212565.42857142858,1999.0,203146.91473812424,1.0,0.0,0.0,1588.0,0.0,0.0,0.0,472.0,213599.9076923077,226351.41578947369,107675.44444444444,78.0,1.0,0.0,0.0,0.0,0.0
94750,191004.99478714162,10921.0,212565.42857142858,1965.0,203146.91473812424,0.0,0.0,0.0,960.0,1.0,0.0,0.0,432.0,213599.9076923077,226351.41578947369,107675.44444444444,73.0,0.0,0.0,0.0,0.0,1.0
83000,191004.99478714162,10625.0,212565.42857142858,1920.0,203146.91473812424,0.0,0.0,0.0,835.0,1.0,0.0,0.0,366.0,213599.9076923077,226351.41578947369,107675.44444444444,85.0,0.0,0.0,0.0,0.0,0.0
128950,191004.99478714162,9320.0,212565.42857142858,1959.0,203146.91473812424,0.0,0.0,0.0,1225.0,1.0,0.0,0.0,0.0,213599.9076923077,226351.41578947369,107675.44444444444,77.0,0.0,0.0,0.0,0.0,0.0
205000,191004.99478714162,10603.0,212565.42857142858,1977.0,203146.91473812424,0.0,0.0,0.0,1610.0,0.0,0.0,0.0,480.0,213599.9076923077,226351.41578947369,107675.44444444444,81.31,1.0,0.0,0.0,0.0,0.0
178000,191004.99478714162,9206.0,212565.42857142858,1985.0,203146.91473812424,1.0,0.0,0.0,1732.0,0.0,0.0,0.0,476.0,213599.9076923077,226351.41578947369,107675.44444444444,77.0,1.0,0.0,0.0,0.0,0.0
118964,191004.99478714162,7018.0,212565.42857142858,1979.0,203146.91473812424,0.0,0.0,0.0,1535.0,0.0,0.0,0.0,410.0,213599.9076923077,226351.41578947369,107675.44444444444,64.0,0.0,0.0,0.0,0.0,0.0
198900,191004.99478714162,10402.0,212565.42857142858,2009.0,203146.91473812424,0.0,0.0,0.0,1226.0,0.0,0.0,0.0,740.0,213599.9076923077,226351.41578947369,107675.44444444444,94.0,1.0,0.0,0.0,0.0,0.0
169500,191004.99478714162,7758.0,212565.42857142858,1931.0,203146.91473812424,0.0,0.0,0.0,1818.0,1.0,0.0,0.0,240.0,213599.9076923077,226351.41578947369,107675.44444444444,64.3,0.0,0.0,0.0,0.0,0.0
250000,191004.99478714162,9375.0,212565.42857142858,2003.0,203146.91473812424,1.0,0.0,0.0,1992.0,0.0,0.0,0.0,648.0,213599.9076923077,226351.41578947369,107675.44444444444,75.0,1.0,0.0,0.0,0.0,0.0
100000,191004.99478714162,10800.0,212565.42857142858,1885.0,203146.91473812424,0.0,0.0,0.0,1047.0,1.0,0.0,0.0,273.0,213599.9076923077,226351.41578947369,107675.44444444444,60.0,0.0,0.0,0.0,1.0,0.0
115000,191004.99478714162,6000.0,212565.42857142858,1948.0,203146.91473812424,0.0,0.0,0.0,789.0,1.0,0.0,0.0,250.0,213599.9076923077,226351.41578947369,107675.44444444444,50.0,0.0,0.0,0.0,0.0,0.0
115000,191004.99478714162,8500.0,212565.42857142858,1919.0,203146.91473812424,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,0.0,213599.9076923077,226351.41578947369,107675.44444444444,85.0,0.0,0.0,1.0,1.0,0.0
190000,191004.99478714162,11751.0,212565.42857142858,1977.0,203146.91473812424,0.0,0.0,0.0,1844.0,0.0,0.0,0.0,546.0,213599.9076923077,226351.41578947369,107675.44444444444,105.0,0.0,0.0,0.0,0.0,0.0
136900,191004.99478714162,9525.0,212565.42857142858,1954.0,203146.91473812424,0.0,0.0,0.0,1855.0,0.0,0.0,0.0,325.0,105652.8918918919,226351.41578947369,107675.44444444444,75.0,0.0,0.0,0.0,0.0,0.0
180000,191004.99478714162,7750.0,212565.42857142858,2000.0,203146.91473812424,0.0,0.0,0.0,1430.0,0.0,0.0,0.0,400.0,105652.8918918919,226351.41578947369,107675.44444444444,64.91,0.0,0.0,0.0,0.0,0.0
383970,191004.99478714162,9965.0,212565.42857142858,2007.0,203146.91473812424,1.0,0.0,0.0,2696.0,0.0,0.0,0.0,792.0,105652.8918918919,226351.41578947369,107675.44444444444,77.0,0.0,1.0,0.0,0.0,0.0
217000,191004.99478714162,17673.5,212565.42857142858,1953.0,203146.91473812424,0.0,0.0,0.0,2259.0,0.0,0.0,0.0,450.0,105652.8918918919,226351.41578947369,107675.44444444444,111.64,1.0,0.0,0.0,0.0,0.0
259500,191004.99478714162,7259.0,212565.42857142858,1945.0,203146.91473812424,0.0,0.0,0.0,2320.0,0.0,0.0,0.0,180.0,105652.8918918919,226351.41578947369,107675.44444444444,61.0,1.0,0.0,0.0,0.0,0.0
176000,191004.99478714162,3230.0,212565.42857142858,1999.0,203146.91473812424,0.0,0.0,0.0,1458.0,0.0,0.0,0.0,440.0,105652.8918918919,226351.41578947369,107675.44444444444,34.0,0.0,0.0,0.0,0.0,0.0
139000,191004.99478714162,11616.0,212565.42857142858,1962.0,203146.91473812424,0.0,0.0,0.0,1092.0,1.0,0.0,0.0,288.0,105652.8918918919,226351.41578947369,107675.44444444444,71.5,0.0,0.0,0.0,0.0,0.0
155000,191004.99478714162,8536.0,212565.42857142858,2006.0,203146.91473812424,0.0,0.0,0.0,1125.0,1.0,0.0,0.0,430.0,105652.8918918919,226351.41578947369,107675.44444444444,74.0,0.0,0.0,0.0,0.0,0.0
320000,191004.99478714162,12376.0,212565.42857142858,1990.0,203146.91473812424,0.0,0.0,0.0,2747.625,0.0,1.0,0.0,594.0,105652.8918918919,226351.41578947369,107675.44444444444,90.0,1.0,0.0,0.0,0.0,0.0
